"","code","Species","WD","THK","LA.wp","SLA.wp","MAXHT","seed_mass"
"1","DENARB","Dendropanax arboreus",-1.24376489840353,-0.314211803784312,-0.0955574860222728,1.00142876833545,1.75154911214419,8
"2","ILENIT","Ilex nitida",-0.165068610481732,0.0965015474562347,-0.100119849915579,-0.2027137863632,0.208991655426295,1150.35523225249
"3","PLUOBT","Plumeria obtusa",-0.858715748631844,-0.105056081575435,-0.0997779545781183,1.16922701196459,-1.39289493424229,45.8446176654391
"4","PLUALB","Plumeria alba",-1.07014682109907,2.17708836860603,-0.0954662845994658,-1.227628195888,-0.740274471784717,26
"5","RANACU","Randia aculeata",1.68013969940223,-0.496383887271498,-0.109147320162159,-0.0897131585743894,-1.03692013653816,2243.07425064481
"6","COFARA","Coffea arabica",-0.101649406743054,-0.279042000899207,-0.0967519797659374,0.449944134108374,-0.97759100358747,188.3
"7","IXOFER","Ixora ferrea",0.0698032599724645,-0.190664731068746,-0.0959406530503035,-0.0523718860229694,-0.740274471784717,702.849700832966
"8","EXOCAR","Exostema caribaeum",1.40797692266209,-0.185034761582461,-0.108865899393488,-0.742073060310249,-0.502957939981964,2368.98908906853
"9","ERIFRU","Erithalis fruticosa",1.91570224498709,2.49063460137885,-0.107276358062764,-1.25421345309933,-1.39289493424229,1638.03024904471
"10","NEORES","Neolaugeria resinosa",0.2272274306745,-0.697922673693689,-0.106341983187208,-0.358276825148439,0.683624719031802,736.292697719504
"11","GUEVAL","Guettarda valenzuelana",-0.455067371983198,1.69327199640973,-0.0922646778378312,-0.688712919175136,0.802282984933178,-1446.52537843315
"12","GUEOVA","Guettarda ovalifolia",0.164930352868498,-0.734552874713269,-0.100334072107192,0.838726994332501,-0.62161620588334,556.974042535637
"13","GUESCA","Guettarda scabra",0.820321316085631,1.47246129254857,-0.104716784388639,-0.520925330725425,-0.146983142277834,52.2525806214854
"14","FAROCC","Faramea occidentalis",0.302080400033772,-0.670000310665885,-0.0989555303352293,0.783041647010663,-0.740274471784717,300
"15","PSYGRA","Psychotria grandis",-2.02895520896713,-1.206238319453,-0.0694493272374619,0.749774079168161,0.208991655426295,-827.245980421391
"16","CHIDOM","Chionanthus domingensis",1.00179083253732,-0.358056962626666,-0.0931732528450739,-0.0205458570924409,0.920941250834555,912.632197815153
"17","CITSPI","Citharexylum spinosum",-0.0473913807029352,0.758134109589439,-0.101589895800149,0.365531522951682,0.446308187229049,73.0957
"18","TABSCH","Tabebuia schumanniana",0.319866970510729,1.65534918667512,-0.0860529449130063,-0.920780877260701,0.564966453130425,14.73
"19","TABHET","Tabebuia heterophylla",0.572690866202536,0.864730033644066,-0.080010237911609,-0.317196864095366,-0.384299674080587,10
"20","SPACAM","Spathodea campanulata",-1.97472827741092,-0.530184992000293,0.0166522135957885,1.29983783715545,-1.21490753539022,5
"21","PETDOM","Petitia domingensis",-0.452481069489872,2.09381118835264,-0.0957512090572703,-0.72705755103804,1.15825778263731,12.47
"22","VITDIV","Vitex divaricata",-0.187222647390024,-0.686466314017063,-0.086464115956085,-0.103068933371254,1.63289084624281,143.996366663837
"23","CORALL","Cordia alliodora",-0.615072548772193,-0.335215846566455,-0.100954615703938,-0.0130327785343077,-1.21490753539022,33
"24","CORSUL","Cordia sulcata",-0.707327214528339,1.40311331832276,-0.00183338947496491,-0.547784340428079,1.15825778263731,81.4948
"25","CORBOR","Cordia borinquensis",-0.0821837341352816,0.564877137401201,-0.0825457901916283,0.327175676654716,-0.502957939981964,61.56
"26","CORLAE","Cordia laevigata",-1.15559848745776,-0.601221957268707,-0.10008077234959,-0.07590156069196,-1.27423666834091,47.6608
"27","BOUVIR","Bourreria virgata",0.674486615176817,0.404224310313679,-0.107905463893546,-0.821838286702707,-0.0283248763764576,21.0532
"28","SYMMAR","Symplocos martinicensis",-0.119743513592628,-0.797666485811461,-0.0743233403468907,0.098142306038021,-0.0283248763764576,2728.7651093689
"29","MANBID","Manilkara bidentata",0.874725487895853,0.183165224722546,-0.0789095298627023,-0.648736880027865,-0.384299674080587,1500
"30","SIDSAL","Sideroxylon salicifolium",0.892503715260968,-0.430778779012681,-0.105630186480346,-0.534870770723964,1.15825778263731,69.6
"31","SIDOBO","Sideroxylon obovatum",1.57605281660487,0.424005372627647,-0.10886296549524,-0.90898454330871,-0.740274471784717,3136.88268755969
"32","POUMUL","Pouteria multiflora",0.769207354436534,-0.565521328262022,-0.0745666977960585,-0.478809316854249,-0.146983142277834,16000
"33","MICGUY","Micropholis guyanensis",0.450244604036122,0.80769241116546,-0.103329251974534,-0.970997496357412,1.15825778263731,1142.86
"34","MICGAR","Micropholis garciniifolia",-1.63655882037427,2.45096318823892,-0.101614946428898,-1.01859029555105,0.208991655426295,2612.59901626121
"35","CHRARG","Chrysophyllum argenteum",0.593375537541594,-0.453059145231096,-0.099849890040677,0.554193232508444,1.03959951673593,236.5
"36","CYRRAC","Cyrilla racemiflora",-0.587175551176584,0.671541871356851,-0.105789860457291,-0.858370791890738,-0.265641408179211,1773.40422027537
"37","MYRCOR","Myrsine coriacea",-0.180008427541014,0.148491237117846,-0.106583297423614,-0.419967883893815,0.208991655426295,9.34
"38","ARDOBO","Ardisia obovata",0.680709208702292,1.44075198107366,-0.0995723100972376,-0.942377771740248,-0.384299674080587,535.589576879681
"39","COCMIC","Coccoloba microstachya",0.747497622148913,0.791758273589159,-0.108340160063609,-0.979343223008478,-0.740274471784717,37
"40","COCRUG","Coccoloba rugosa",0.435469597350807,1.2963392968387,0.174987927381609,-1.41095341139379,-0.0283248763764576,-508.023176239987
"41","COCSIN","Coccoloba sintenisii",0.102157689424934,1.37681142659522,-0.0796419242548518,-1.18957544753242,-0.97759100358747,-282.904018099835
"42","COCKRU","Coccoloba krugii",0.673812462346915,1.28326120883541,-0.107572654710907,-1.12636515532066,-1.27423666834091,22.9532
"43","COCUVI","Coccoloba uvifera",0.303796995295243,2.08911182069666,-0.0642147553123307,-1.01352047806875,-0.97759100358747,632
"44","COCPYR","Coccoloba pyrifolia",-0.0619562551506342,0.370071922768185,-0.101145132831761,-0.76971393596539,-0.97759100358747,43.6
"45","GUAOBT","Guapira obtusata",-0.143308423847023,-0.0369334543323057,-0.0930072983927993,-0.218046340846571,-1.27423666834091,972.701624280548
"46","PISSUB","Pisonia subcordata",-0.923942965753821,-0.0693649569677033,-0.0799677859395641,-0.0341150968132772,0.208991655426295,14
"47","PISALB","Pisonia albida",-0.503133339382781,0.208599438725794,-0.104715236093694,-0.426099473115071,-1.45222406719298,10.2
"48","GUAFRA","Guapira fragrans",-0.320353163019841,0.668544267626841,-0.104895931174768,-0.22135452146606,0.861612117883866,52
"49","SCHOBO","Schoepfia obovata",-0.592405116554856,0.776895153987992,-0.109251011748689,-1.00247445965898,-1.21490753539022,2367.59160924774
"50","HELJAM","Helicteres jamaicensis",0.695134873015545,0.264492259319989,-0.0897876538115483,-0.295407692522742,-1.15557840243953,1337.96
"51","GUAULM","Guazuma ulmifolia",-0.897565629804119,-2.37859707504708,-0.101289527665202,2.46086419516165,0.208991655426295,47
"52","CEIPEN","Ceiba pentandra",-2.15738165090939,-2.37342347110783,-0.0344682484334653,2.75156249563676,2.34484044165107,59
"53","QUATUR","Quararibea turbinata",-0.529004085651254,-0.953128150873363,-0.089115390270495,0.562752295171011,-0.62161620588334,4055.2499041395
"54","OCHPYR","Ochroma pyramidale",-2.932474772544,-0.286773212774226,-0.0749286680217465,1.14959751549518,1.39557431444006,10.2
"55","TRIPAL","Trichilia pallida",0.0706168038172865,-0.408438564370246,-0.0895617903560708,0.541232011375908,-0.740274471784717,43.0228
"56","GUAGUI","Guarea guidonia",-0.457689132701852,-0.598723953668572,0.0212445703397126,1.09797027977109,0.564966453130425,500
"57","GUAGLA","Guarea glabra",-0.646381426909956,-0.417327292199883,-0.0338002536359647,0.174306195343952,-0.384299674080587,595
"58","SWIMAH","Swietenia mahagoni",-0.282416914771917,-0.412154344270537,-0.0993847403943515,-0.383703321170466,0.564966453130425,93.4
"59","SWIMAC","Swietenia macrophylla",-0.933679823821986,-1.17140536817062,0.0484053424071112,1.38036849716768,0.327649921327672,566
"60","AMYELE","Amyris elemifera",1.27995620127449,-0.234412904127052,-0.10445269621607,-0.897087386356494,-0.858932737686093,63.1696
"61","ZANMON","Zanthoxylum monophyllum",0.617587038963736,-0.408438564370246,-0.105576731567325,0.0131129105167077,-1.09624926948885,4601.32141946844
"62","ZANMAR","Zanthoxylum martinicense",-0.670906614640815,-0.367346412377395,-0.0331270857871896,1.37833688689145,2.10752390984832,15.3504
"63","EXOPAN","Exothea paniculata",0.297352218370601,-1.15708620363352,-0.0981160953284561,0.291946153380628,-0.146983142277834,2211.00058363132
"64","THOSTR","Thouinia striata",1.36709073999137,-0.563472185383056,-0.0864484374863734,-0.0511558121694823,0.802282984933178,9.3324
"65","ALLRAC","Allophylus racemosus",0.00915802787092193,-0.444284909097889,-0.0613399274067978,1.3791432568089,-0.858932737686093,18.55
"66","ALLCRA","Allophylus crassinervis",1.11226257560247,-0.415159753760782,-0.106800214812163,-0.307332043078405,-0.858932737686093,2269.14308239895
"67","CUPAME","Cupania americana",-1.02998322765755,0.284361356814773,-0.0446420322592983,-0.0783990435211676,0.208991655426295,197.64
"68","MATDOM","Matayba domingensis",0.28877965964802,0.112426317333383,-0.103149724753695,-0.939163511530593,1.51423258034144,805.644942103013
"69","BURSIM","Bursera simaruba",-1.5593631759034,-0.409113296409503,-0.0893161836864425,-0.0640816482551541,0.683624719031802,117
"70","TETBAL","Tetragastris balsamifera",-0.753464063415075,-0.7842787503028,0.0153473421533201,-0.186571725409219,-0.265641408179211,4228.65480913316
"71","DACEXC","Dacryodes excelsa",-0.998952148012052,-0.304211784938611,-0.000249148982020563,-0.155202246310007,1.51423258034144,1988.07
"72","COMDOD","Comocladia dodonaea",0.864979766684486,-0.424613134312331,-0.102291023032675,-0.957403001067079,-1.03692013653816,11293.1159936505
"73","COMGLA","Comocladia glabra",0.434476269620319,-1.20929837319925,-0.106568623360607,1.00951896995783,-0.858932737686093,9412.6613690387
"74","MANIND","Mangifera indica",-0.614293310039681,-0.671821770456305,-0.0512712625925693,-0.205971222470013,0.327649921327672,16466
"75","PICPEN","Picramnia pentandra",1.67309909089273,-0.619254417160939,-0.0765125842538919,-0.223498291025349,-0.858932737686093,105.9
"76","TUROCC","Turpinia occidentalis",-0.994668338799728,-0.319533070994009,-0.0674685363718137,-0.206804393684047,1.39557431444006,40
"77","SYZJAM","Syzygium jambos",-0.265402619129241,0.165274696685393,-0.101824739900542,-0.711079634237825,0.327649921327672,1340
"78","MYRDEF","Myrcia deflexa",0.691926488658637,-0.00784472817133544,-0.0965521534078158,-0.379901422089299,0.327649921327672,579.180651253266
"79","EUGRHO","Eugenia rhombea",1.43985735483365,0.44586289994858,-0.108415755148167,-1.04473261005665,-1.09624926948885,2239.61542465108
"80","EUGMON","Eugenia monticola",0.980780112839683,-0.479859368259043,-0.109554255417641,-0.462232243552849,0.446308187229049,810.37539328397
"81","EUGDOM","Eugenia domingensis",-0.679829273172442,-0.0200849431563094,-0.101396015208593,-0.619668411779635,0.564966453130425,25.87
"82","EUGBIF","Eugenia biflora",0.681821425776528,0.0116631148298126,-0.108647001515071,-0.54854709745004,0.327649921327672,97.92
"83","EUGSTA","Eugenia stahlii",0.249146147739234,1.33218564156635,-0.0998282556472332,-0.749657203192261,0.920941250834555,-1253.05128930156
"84","EUGBOR","Eugenia borinquensis",-1.23347376038679,2.71869453595134,-0.088647282283914,-1.15899526335736,-0.0800637831579561,-1897.6670129487
"85","EUGPSE","Eugenia pseudopsidium",1.2825607557381,-0.334162711218189,-0.104476068901637,-0.479353274502585,-0.740274471784717,1905.04388419876
"86","EUGLIG","Eugenia ligustrina",1.88299262280974,0.116579247347315,-0.109231219476461,-0.783956965987571,-1.45222406719298,2784.21118881794
"87","PIMRAC","Pimenta racemosa",1.54631325745551,1.03007818190349,-0.105531111487721,-1.16472651673491,-0.858932737686093,28.01
"88","MICTET","Miconia tetrandra",-0.13580268119982,-0.368936051121444,-0.0876328985207426,-0.117776966024959,0.683624719031802,-161.653804433717
"89","MICSIN","Miconia sintenisii",-1.40069398794447,1.36341766406028,-0.0948943206626255,-0.599391978875671,-1.00548751813815,0.048
"90","TETELA","Tetrazygia elaeagnoides",0.394137431262519,0.785820311977354,-0.107319211616781,-0.423018084714068,-0.146983142277834,136.131724756638
"91","MICLAE","Miconia laevigata",-1.13790975635944,0.106824026280063,-0.104677327056777,0.65109973875319,-1.45222406719298,-128.846819199577
"92","MICPRA","Miconia prasina",-0.129500353300604,-0.794661075337628,-0.0980568483752002,0.209947784817366,-0.740274471784717,5.7168
"93","MICRAC","Miconia racemosa",-1.39901012074368,-0.791084389638902,-0.0892932697828593,1.16227413484113,-0.62161620588334,2
"94","MICIMP","Miconia impetiolaris",0.417703065038809,-0.352865800601046,-0.0664727747457614,0.746307959716898,-1.27423666834091,1221.42201032113
"95","BUCBUC","Bucida buceras",1.41603783835521,-0.0147571714742802,-0.107872283528741,-0.669445231923314,1.15825778263731,38
"96","COJARB","Cojoba arborea",-0.646603519868885,-1.04165113642478,-0.0761536736617918,-0.875967165909394,-1.27423666834091,850
"97","INGLAU","Inga laurina",-0.0288577625652402,-0.284724958278055,-0.0673314527355684,0.0108741817766016,1.51423258034144,892.86
"98","INGVER","Inga vera",-0.450553460198477,-0.747199015787354,-0.0014517650484646,1.38348195746996,-0.740274471784717,1326.36970097762
"99","LEULEU","Leucaena leucocephala",0.0154135190325223,-1.0027447379509,-0.0978936312440627,-0.423188173104718,-0.740274471784717,43.27
"100","ADEPAV","Adenanthera pavonina",-0.46314955243699,-0.954221027141051,0.146089311664512,0.134589106710896,-1.03692013653816,234
"101","TAMIND","Tamarindus indica",0.721622144725554,-0.777830779241495,-0.106707424044087,0.68625174474449,-0.502957939981964,646
"102","POIFLO","Poitea florida",1.07823643750854,-0.462973095144168,-0.108617277747118,-0.200155869530769,-0.146983142277834,17
"103","ORMKRU","Ormosia krugii",-0.950330611890515,-0.681876233889492,0.181126992724018,0.359384196628506,1.51423258034144,720
"104","ANDINE","Andira inermis",0.305907226034734,-0.861189924895294,-0.0301272095117993,0.664931151664166,1.51423258034144,792
"105","PICACU","Pictetia aculeata",1.72705344122784,0.0400232574680502,-0.106031382309094,-0.557131947089465,-0.62161620588334,3150.87253605364
"106","ERYPOE","Erythrina poeppigiana",-2.03336277999096,-1.23181162667423,-0.00586306697105447,3.23733007081568,1.03959951673593,245
"107","LONGLA","Lonchocarpus glaucifolius",0.67508197760295,-0.144231496487457,-0.0925990800048707,-0.635463600654263,0.327649921327672,398.544653013575
"108","LONHEP","Lonchocarpus heptaphyllus",0.00230938441647591,-0.231618803007465,-0.070128420079423,0.04249884779792,-0.62161620588334,91
"109","KRUFER","Krugiodendron ferreum",1.54107443891052,-0.78054871525091,-0.107318145276284,-0.313085099643538,0.208991655426295,90.09
"110","COLARB","Colubrina arborescens",1.04822033472521,-0.019811724827079,-0.097810264247555,-0.747587163144072,-0.265641408179211,15.075
"111","UREBAC","Urera baccifera",-1.76913504874441,-0.840561883498458,-0.0791081032834114,6.6369381747514,-1.3335658012916,-4098.51079789106
"112","CECSCH","Cecropia schreberiana",-2.17912975246746,0.173384533379049,0.253034959686771,0.0850548566397209,1.15825778263731,0.6
"113","FICCIT","Ficus citrifolia",-1.0997283472397,0.107447658671296,-0.101453410306786,-0.194439589017453,1.51423258034144,0.6
"114","FICAME","Ficus americana",-1.12031151071801,-0.338385187841109,-0.0989837349470513,-0.200305024926979,0.208991655426295,1555.32732827804
"115","CASELA","Castilla elastica",-2.22461575384281,-0.574992923893435,-0.0237121265269851,1.67246679114905,-1.57088233309435,568.18
"116","PSESPU","Pseudolmedia spuria",0.0332938703824935,-0.988464486151504,-0.101592611479667,0.403512479830105,0.446308187229049,1700.84
"117","ARTALT","Artocarpus altilis",-1.34463012473925,0.379088153206095,0.0380870180059945,0.759889727991124,0.090333389524919,5898
"118","PRUMYR","Prunus myrtifolia",1.30400161485432,-0.868157012454238,-0.105537264188385,0.0288402319337205,-0.799603604735405,3532.80963008306
"119","CRORHA","Crossopetalum rhacoma",1.43905555691458,1.75053871834467,-0.109479204351559,-1.19806412955548,-1.3335658012916,19.8744
"120","GYMLAT","Gyminda latifolia",1.00754897587939,0.994596128937218,-0.108843858013588,-0.823509831136109,-0.384299674080587,38.2155
"121","SCHFRU","Schaefferia frutescens",1.45552145122407,-0.108434063660641,-0.108448858954107,-0.364663632535077,-0.97759100358747,38.2968
"122","CROPOE","Croton poecilanthus",-0.579397425146293,3.21641380343751,-0.0849230145914054,0.018433200175033,-0.265641408179211,1981.67345895149
"123","SAPLAU","Sapium laurocerasus",-1.21534528624724,0.220464953613363,-0.0947457862395112,1.85343886368224,1.03959951673593,139.330061865786
"124","GYMLUC","Gymnanthes lucida",1.35009858524915,-0.120213801741435,-0.107167201512972,-0.631419799970843,-0.146983142277834,5571.05500476394
"125","ALCLAT","Alchornea latifolia",-1.43900502618608,-0.690046426538957,-0.0729148393198146,0.310973142303816,1.39557431444006,34
"126","MAMAME","Mammea americana",0.59109590658612,1.2697824008782,-0.0892139205627224,-0.880770428400116,0.208991655426295,73300
"127","CALANT","Calophyllum antillanum",-0.083551637063891,0.339198165009342,-0.094901898619425,-0.0993970008816583,2.34484044165107,1000
"128","CLUROS","Clusia rosea",0.422316947200249,5.89866029544824,-0.0872495934674086,-1.56483757403564,1.15825778263731,11.3808
"129","ADERIC","Adelia ricinella",0.749580749079947,-1.10940947190655,-0.10518610525933,-0.0350384673630576,-1.3335658012916,5337.55724488456
"130","MARNOB","Margaritaria nobilis",-0.856471327191048,0.155548242856393,-0.0942930607025053,0.207626349693968,-0.265641408179211,11
"131","ERYRUF","Erythroxylum rufum",1.50416359641456,-0.538490853011744,-0.101727613447161,0.352790682374181,-1.45222406719298,7932.82191767006
"132","ERYARE","Erythroxylum areolatum",1.38954818128396,-0.354110465266568,-0.107193709705539,-0.336048627146724,-0.858932737686093,7952.60303200011
"133","BYRSPI","Byrsonima spicata",-0.0444035631259603,-0.837829692337445,-0.105795544268656,1.05645224452962,1.51423258034144,108
"134","BYRWAD","Byrsonima wadsworthii",-0.550101175775005,0.362148569581551,-0.104390379991342,-0.725415605125239,0.446308187229049,1871.09671970034
"135","DRYGLA","Drypetes glauca",0.057913127264622,-0.316199797934946,-0.0983591726558422,-0.0169393194948227,0.208991655426295,2766.20180212927
"136","CASSYL","Casearia sylvestris",-0.0622878316686868,-0.808868468784747,-0.0977451652623892,0.114122028292026,-0.384299674080587,3
"137","CASARB","Casearia arborea",-0.11154016017911,-0.66654615848512,-0.106205532103584,0.494930648347592,1.51423258034144,1.65
"138","LAEPRO","Laetia procera",-0.100152575604416,-2.39468419024714,-0.0835569007922251,2.19380211164105,1.75154911214419,4
"139","SAMDOD","Samyda dodecandra",0.654407396002807,-0.321081312455199,-0.103939308876095,-0.238200517863464,-1.03692013653816,2731.88109862392
"140","CASGUI","Casearia guianensis",0.695809110633169,-0.997717506726097,-0.100980765502226,0.680883294256515,-0.0283248763764576,1438.86381749787
"141","CASDEC","Casearia decandra",0.536747926425505,-1.24481685534166,-0.107160140759521,1.59506397964658,-0.62161620588334,88.1
"142","HOMRAC","Homalium racemosum",0.596248224697162,-0.60493773618541,-0.102815248732214,1.15613318350452,1.75154911214419,-215.346400208931
"143","SLOBER","Sloanea berteriana",0.652349603643097,-0.582122640965297,-0.0633585009388376,-0.364544514152045,0.920941250834555,460
"144","SLOAMY","Sloanea amygdalina",0.566801889752955,-1.14328864013922,-0.0864152382570715,-0.089496241947701,-0.384299674080587,1813.74857860706
"145","GUAOFF","Guaiacum officinale",1.90267635248087,0.053738855561941,-0.102532745763742,-1.03477755981907,-0.97759100358747,4876.84908300264
"146","MELHER","Meliosma herbertii",-1.12433381198572,-0.0271886393880743,-0.0664403451347492,0.233367234569556,0.564966453130425,-545.940824706705
"147","ROYBOR","Roystonea borinquena",0.312303018266136,1.81442656342619,12.4322568603075,-0.268539277235824,0.208991655426295,333.33
"148","CANWIN","Canella winterana",1.37835643373696,0.579958831075599,-0.105370755343822,-0.578903337434923,-0.97759100358747,2404.4859635467
"149","PIPADU","Piper aduncum",-0.77187646902544,-0.0951335331342787,-0.102149182626978,0.598710652062118,-0.97759100358747,573.174651514253
"150","PIPBLA","Piper blattarum",-1.28231278832021,-0.651949635693791,-0.100387447318649,1.76625034185263,-1.57088233309435,21.8302769079063
"151","CINELO","Cinnamomum elongatum",-0.574237481792789,-1.11969256424381,-0.104208034102716,0.601536130870474,2.10752390984832,247.701925512926
"152","OCOFLO","Ocotea floribunda",-1.47042159603577,-0.0565145146690689,-0.0866566991617191,0.219263338187595,0.564966453130425,1643.32
"153","NECCOR","Nectandra coriacea",0.187863176308118,-0.391141311487317,-0.103816323981405,-0.625008505870962,2.2261821757497,1216.84244832922
"154","CINMON","Cinnamomum montanum",-1.01836476046341,-0.880087578950256,-0.105100687528772,0.20183309390077,0.802282984933178,1035.36314941551
"155","OCOLEU","Ocotea leucoxylon",-1.04565484754516,-0.302386906193732,-0.0756494979498441,-0.241518283376449,1.75154911214419,100
"156","LICPAR","Licaria parvifolia",0.541131982987772,0.0258705082769311,-0.106785704836212,-0.824159332779407,0.446308187229049,2820.95216556555
"157","MAGPOR","Magnolia portoricensis",-0.336979311776365,0.0923173914505975,-0.093603119179721,-0.549075710575002,-0.0283248763764576,135.53
