"","X","CODE","Species","fcover_51","fcover_77","fcover_91","fcover_00","tot_change","tpa_2004","tpa_2008","tpa_2009","tpa_2013","tpa_2014","tpa_2019","D_51","D_91","D_00","D_77","WD","THK","LA.wp","SLA.wp","MAXHT","seed_mass","PC1","PC2"
"68",68,"CORLAE","Cordia laevigata",4406,9120,11523,12161,7755,2.32769667679263,NA,NA,NA,NA,0.148307868968796,1358.36876109876,1202.52203697714,1169.92328202597,1224.00055550382,-1.17122560183386,-0.649888253441023,-0.0910034468314688,-0.116370148338766,-1.16076338644698,-0.169049051139702,-0.590609562337028,-0.0234850877987257
"69",69,"COROBO","Cornutia obovata",5946,11780,15644,15873,9927,NA,NA,NA,NA,NA,0.0296615737937593,1276.12624775905,1168.7331580163,1124.57459745007,1197.15607570904,-0.37852582139017,1.38771238782944,-0.0748313668982533,-0.335749788933085,0.663745879996033,-0.152250941895736,0.552741810225643,0.70363259320279
"70",70,"CORRIC","Cordia rickseckeri",2553,5016,6060,6700,4147,0.68574518655077,NA,0.00443893870146112,NA,0.00521995550273831,NA,1394.59228230196,1252.52567849561,1224.75622241807,1250.56382286081,-0.195633039885478,0.0935892988233967,-0.0683764495192185,-0.163359079956376,-0.327104930874203,-0.146699946137318,0.0774091244718169,-0.0622477817183916
"71",71,"CORSUL","Cordia sulcata",1965,4607,9054,8331,6366,2.75534065850853,NA,6.3132635276409,NA,6.5182576728215,6.25919891374142,1305.36860011216,1113.69274628789,1066.78564416645,1240.26341901588,-0.725322042291274,1.40185423693351,0.0181673913906271,-0.561216416101379,1.26937469972479,-0.164532164405384,0.502461555873714,1.14790205691187
"72",72,"CRECUJ","Crescentia cujete",3322,5718,6103,6775,3453,0.0332386969961233,NA,0.0316387773146524,NA,NA,0.0318265901782327,1455.8986339857,1287.20694158994,1280.71207787743,1299.15633560114,0.0246029955864301,1.12862056877043,-0.0627500061314436,-0.367807836307748,0.192565597471343,-0.168564192057931,0.690683815865432,0.232536415855945
"73",73,"CROAST","Croton astroites",770,1673,1673,2020,1250,1.93301409883556,NA,2.55963945377591,NA,0.959286836594915,0.426273592583725,1863.90123904066,1457.21150832837,1374.89830469067,1440.25236891705,0.943993600115546,0.469141536389326,-0.0896955133084767,0.325442001484616,-0.778104218556812,0.454828712729121,0.57831442198929,-0.943312338443004
"74",74,"CROFLA","Croton flavens",1215,2549,1860,2378,1163,1.44266384953498,NA,0.876216361288348,NA,NA,NA,1553.2925036044,1339.24271080683,1272.06711797594,1316.18015739394,1.53351396330844,-0.134528725594952,-0.097385547920113,0.47419524564082,-1.10149172580864,0.583186650134665,0.51999240999892,-1.57237723467414
"75",75,"CROPOE","Croton poecilanthus",588,787,839,797,209,1.2214400925001,NA,1.09602638107244,NA,0.705886266029481,0.0296615737937593,1161.70333648526,NA,1000.81848278896,1199.57388845408,-0.598067962224517,3.25804351745635,-0.0741604015348814,-0.0274402952184054,-0.153145155595268,0.0103444089503618,1.27627819293494,0.964310786788197
"76",76,"CRORHA","Crossopetalum rhacoma",641,1120,782,959,318,3.77159852602923,NA,4.39633902380845,14.4409817126021,4.41110406168347,6.27762727565168,1668.43074033978,1923.40384498185,1750.23346402969,1436.85434315825,1.40972380098313,1.75749705983895,-0.101446826284515,-1.17423844109781,-1.22003504708532,-0.172758574741833,2.22277114051718,-1.1994855193309
"77",77,"CSSGUI","Cassipourea guianensis",3913,8059,10871,10321,6408,NA,NA,0.0316387773146524,NA,0.67863139410515,0.738544385370785,1335.48642528259,1167.94780737869,1106.64193995503,1213.49650335666,0.434510221410836,-0.465927835253883,-0.0955782603121926,0.264717254121558,-0.508775119425284,0.590465172973543,-0.0451988674280596,-0.859929775348045
"78",78,"CUPAME","Cupania americana",3880,8071,11789,11859,7979,3.72596041885737,NA,4.98339888264224,NA,4.00913866943157,4.49292827137791,1336.77843174026,1149.04182110889,1132.98196832647,1200.00514333102,-1.04627382629013,0.248423854875799,-0.0294008519475169,-0.118724537952211,0.32102812951142,-0.149026616343234,-0.307701084546481,0.749609872397962
"79",79,"CYAARB","Cyathea arborea",2569,5872,9975,9320,6751,2.74765929301258,NA,6.55669659509387,NA,5.83919309132109,2.69050571887251,1309.0345161511,1144.2131971432,1073.77306043816,1233.33166077367,-0.302685123649224,1.53594137548048,1.86917378179822,0.0219068101408608,0.0259815585570841,-0.0630636231600365,1.38641519507665,1.75125055309033
"80",80,"CYRRAC","Cyrilla racemiflora",718,799,837,815,97,0.137730223338536,NA,0.0271622021158041,NA,0.0272548719243315,0.0296615737937593,1866.72684302854,5857.62356860136,2008.71996460092,3326.3062355367,-0.605805005155714,0.652979415059308,-0.0973472894455458,-0.854007824654282,-0.153145155595268,0.00262751965263891,0.564106911182899,0.0975079432990727
"81",81,"DACEXC","Dacryodes excelsa",2059,4244,6836,6191,4132,0.673425129287871,NA,1.14420580538688,NA,1.15092587717855,1.09417033184182,1363.65365232398,1069.43133998557,1042.27384348403,1233.98524691846,-1.015406648967,-0.345853096217492,0.019927772761608,-0.191127303172709,1.62500466355481,0.0899983146648066,-0.651594014589185,1.01408905596682
"82",82,"DAPAME","Daphnopsis americana",1152,2213,3803,3423,2271,0.0332386969961233,NA,1.63526607360097,NA,1.5785393182139,1.70879957210639,1262.56457985696,1219.12531103251,1148.7373120516,1380.12102691898,-1.83043654242474,0.795993671485524,-0.092889196557234,-0.222427816909764,-1.07701114378224,-0.138946448936574,-0.14595912070868,0.686611817358208
"83",83,"DAPPHI","Daphnopsis philippiana",2420,4668,8031,7372,4952,0.342872593275385,NA,0.338179924908343,NA,0.339315697052575,NA,1319.47682596517,1238.9260926808,1132.10123769488,1290.00546400706,-1.86652220314778,0.831416126408965,-0.0946627429392275,-0.237093743247793,-1.10149172580864,-0.142114893517119,-0.133659273244138,0.70187947196862
"84",84,"DELREG","Delonix regia",3763,8176,12719,12506,8743,0.124007482282263,NA,0.852725151610668,NA,1.97353534950749,2.05179039062515,1343.37666475396,1223.14276611307,1187.68834960472,1235.98347092424,-0.160717583725512,-0.879977298208767,-0.00876858261868169,0.0150460452114137,-0.459316443890455,-0.093024709197336,-0.40828164232177,-0.308904415450034
"85",85,"DENARB","Dendropanax arboreus",4437,8583,13929,13393,8956,8.20034259055233,NA,9.04711781541694,NA,9.9497478359282,8.42294278858191,1244.74570475247,1128.10323860027,1080.08476449904,1206.36911722907,-1.25892632870825,-0.356089638885843,-0.0859772471972057,0.899234566635804,1.86209130610815,-0.174343823894696,-1.53327271297553,1.59321982770851
"86",86,"DITMYR","Ditta myricoides",794,1148,1464,1264,470,0.68574518655077,NA,0.676359849816685,NA,0.705886266029481,NA,1707.39362870317,1454.20921580328,1369.08796986816,1345.84840273348,-1.48074264062507,0.612257808832049,-0.0995090102432267,-0.491854238414713,-0.627318440701956,0.297679794594135,0.0777572415748756,0.349949845486138
"87",87,"DRYALB","Drypetes alba",3253,5587,6020,6336,3083,2.74298074620308,NA,NA,NA,NA,NA,1366.23716198214,1339.11065216367,1337.97667680917,1374.22304058572,0.215430339511819,-0.53465953069762,-0.0931186918084273,-0.170968185861561,-0.0346018343185961,0.178663158306191,-0.0371085172035313,-0.493843957223516
"88",88,"DRYGLA","Drypetes glauca",1501,2151,2581,2399,898,0.425510727278506,NA,0.338179924908343,NA,0.0272548719243315,0.0296615737937593,1345.4978436411,1287.27641219249,1263.77502183197,1443.63570981793,0.0358763947203094,-0.358124653745454,-0.089090434228485,-0.0607861472651664,0.32102812951142,0.101370567334701,-0.158088164505889,-0.139860571842118
"89",89,"ERIFRU","Erithalis fruticosa",1727,2893,2311,2743,1016,1.37149037310154,NA,0.676359849816685,NA,0.708563373482379,0.0318265901782327,1723.02555392102,1569.27016322543,1491.52800913431,1557.25449800699,1.88385290023767,2.51509794062193,-0.0989990605651053,-1.22717069056419,-1.27930670772365,-0.184119967721285,2.80638199626416,-1.31187977929904
"90",90,"ERYARE","Erythroxylum areolatum",678,1127,718,953,275,NA,0.462926615384615,0.788232547085257,NA,2.23352328584869,2.41520442824486,1600.70501650251,1427.63700212899,1223.95322015882,1322.9515969682,1.36047791718369,-0.396931996982872,-0.0989072231016336,-0.361612095176726,-0.745861761978628,0.743507731537516,0.803270233717462,-1.69927838189693
"91",91,"ERYPOE","Erythrina poeppigiana",3743,7139,11946,11913,8170,1.89486522178798,NA,2.93960639121031,NA,2.66281376957495,1.46135664747321,1304.39281422546,1212.11034793925,1163.31291400856,1251.32796124073,-2.04435365200352,-1.2953928426514,0.0136896815815607,3.00702996033529,1.15083137844812,-0.14270398952591,-3.40554785384192,2.14479267348607
"92",92,"ERYROT","Erythroxylum rotundifolium",1324,2585,2240,2792,1468,NA,NA,7.14357826840519,NA,7.38926611478743,8.74116455909828,1694.47874511717,1317.35838078571,1227.85313368488,1383.41337886784,NA,NA,NA,NA,NA,NA,NA,NA
"93",93,"ERYRUF","Erythroxylum rufum",1158,1727,1458,1686,528,0.414046069708828,NA,0.394116273542628,NA,0.712170818936353,1.1893674331218,1785.83950827733,1707.56199264334,1659.05019539418,1620.31013940753,1.47448794787605,-0.585673411922482,-0.0928333889406632,0.287760183463972,-1.33857836836199,0.767251898760783,0.465297586065198,-1.87611305384799
"94",94,"EUGAXI","Eugenia axillaris",901,1738,1382,1726,825,0.542454755873378,NA,NA,NA,NA,NA,1974.43804639062,1620.80038853659,1424.08944306335,1571.13540849171,1.12315457624589,0.369941874272517,-0.0986081037932078,-0.808870649077679,-0.982948404531971,-0.154198460999127,1.21865699006047,-1.1883344484177
"95",95,"EUGBIF","Eugenia biflora",3607,8424,9527,9873,6266,8.31081099693297,NA,8.88967512975916,NA,9.90642069030774,11.7475286084209,1352.64127170263,1166.68872061157,1127.22521893164,1191.13677776119,0.656489286812596,-0.0225070166518263,-0.100522096499639,-0.561935470978989,0.439571450788092,-0.162339377032075,0.491183415371198,-0.382049812852867
"96",96,"EUGBOR","Eugenia borinquensis",1368,2828,3543,3168,1800,1.79700110038005,NA,1.37988190174918,NA,1.04520196308206,1.47708877074157,1364.52555399068,1146.45524178986,1156.65332571618,1334.95419390563,-1.2486895472089,2.75164769256114,-0.0782987451106434,-1.13740802460398,0.0260648842274356,-0.539885629674823,1.32722661173743,1.22138116581421
"97",97,"EUGCON","Eugenia confusa",333,420,434,445,112,0.370418637943092,NA,1.04170197684083,NA,0.0272548719243315,0.0296615737937593,1879.33891053381,4053.24573341001,2045.09494777825,1684.53059410968,0.84296793275162,0.418361774411045,-0.0952127461102582,-0.707468475722443,-0.385376292920385,-0.123853177942665,0.984379242108402,-0.763993881137673
"98",98,"EUGCOR","Eugenia cordata",1072,2888,6110,6201,5129,0.0550920893354143,NA,NA,NA,NA,NA,1429.98210197534,1203.1470028356,1136.27902396944,1222.03895268216,NA,NA,NA,NA,NA,NA,NA,NA
"99",99,"EUGDOM","Eugenia domingensis",3464,7309,7913,7710,4246,NA,NA,NA,NA,NA,1.10781657805618,1373.16468908603,1146.1513919087,1120.06364647476,1185.93967592006,-0.697969341658552,-0.0550059904264503,-0.0924649225591863,-0.628981891396331,0.676658093341435,-0.171958153683008,-0.0776282466566775,0.453965582408057
"100",100,"EUGLIG","Eugenia ligustrina",1946,3379,2872,3465,1519,NA,NA,2.9004106472854,NA,1.79719675975648,3.09009563325918,1550.4639085086,1350.58922672311,1306.20754706556,1356.45704338522,1.85131604623662,0.08489062766115,-0.101171269665206,-0.783857537031004,-1.33857836836199,0.0929075631178246,1.46360949758688,-1.9149902267497
"101",101,"EUGMON","Eugenia monticola",4305,9806,10669,11180,6875,12.4684208613633,NA,23.3921089548511,NA,23.5925846721111,20.2899086281652,1373.53599050132,1163.95590689014,1137.59586096202,1218.27243800757,0.953868911088962,-0.525655155493121,-0.10153022176594,-0.480566024460697,0.558114772064763,-0.174401642160529,0.31587509623403,-0.59611384117514
"102",102,"EUGPSE","Eugenia pseudopsidium",2927,6104,6131,6277,3350,0.0550920893354143,NA,3.82929003815771,NA,1.76365733492528,1.90072820013738,1586.52241507222,1299.05250589925,1287.09027428334,1316.19989856529,1.2540555859791,-0.376512431919576,-0.0958874263816821,-0.496706106373619,-0.627318440701956,-0.00376316755827635,0.717218441632251,-1.28185259015416
"103",103,"EUGRHO","Eugenia rhombea",1807,4563,6465,6993,5186,5.24640767912475,NA,4.10832557346845,NA,7.3776925091827,6.85886467098648,1429.99142447009,1246.40273467738,1181.00388741185,1248.83546673754,1.41052136390482,0.421962608409667,-0.100265139428905,-1.02969204714471,-0.982948404531971,0.0130878211785697,1.51979317947073,-1.47404787151382
"104",104,"EUGSTA","Eugenia stahlii",1979,3504,5772,5189,3210,0.101281473467492,NA,0.13775168299905,NA,0.0272548719243315,0.0296615737937593,1265.15039398112,1077.32283924111,1035.22617727023,1315.14629899889,0.226099346047231,1.32924895481485,-0.0907228545219868,-0.751522978280696,1.03228805717145,-0.399957521433845,0.928285966248056,0.488009468128838
"105",105,"EUPPET","Euphorbia petiolaris",836,1580,1176,1572,736,NA,34.5993609230769,NA,63.5403195354492,NA,NA,1619.72501167424,1310.58982951056,1239.75967988885,1284.71158861735,-0.11929957029719,0.452270091515562,-0.068743858717726,-0.00342635965203522,0.0390498142802204,0.33506096507479,0.200160749789758,-0.0467192231010167
"106",106,"EXOCAR","Exostema caribaeum",918,1875,1351,1826,908,10.6565964362046,14.4164003846154,6.987343892704,17.5610360296756,8.77217814398146,11.5858340204618,1529.02631070473,1258.69980940903,1207.56120024453,1261.81815034479,1.37880932023055,-0.223857257659987,-0.100765332137807,-0.744373368673988,-0.390231798148612,-0.0722440451692898,0.940961306974483,-1.25904001282832
"107",107,"EXOPAN","Exothea paniculata",2493,4613,4062,4372,1879,NA,NA,2.02907954945006,NA,2.03589418231545,2.21563315611236,1355.11302417968,1271.21024243773,1235.21305836891,1271.45293299839,0.274050798179369,-1.21889998867088,-0.0888203307935936,0.230401740225818,-0.0346018343185961,0.105599606335057,-0.576946882501711,-0.547281339974462
"108",108,"FAROCC","Faramea occidentalis",3379,7334,8116,8089,4710,2.05723555965231,NA,1.40801444007499,NA,3.79749633743566,4.80053850491011,1339.50336292522,1169.18916727387,1152.46477759224,1208.54272926751,0.278754006172142,-0.72029337567854,-0.0897530968443631,0.693359929923957,-0.627318440701956,-0.135361411929778,-0.577698462061235,-0.430697023663151
"109",109,"FICAME","Ficus americana",3172,6873,9469,8864,5692,0.0275460446677071,NA,0.0271622021158041,NA,0.0272548719243315,0.0296615737937593,1354.20008467928,1150.07737286971,1115.23095412274,1274.36885603335,-1.13612500653824,-0.38083477998547,-0.0897844373343002,-0.233645919225414,0.32102812951142,-0.0048359324801132,-0.568102101760233,0.510784254724598
"110",110,"FICCIT","Ficus citrifolia",4622,10099,12419,12911,8289,1.98016599763923,3.11474338461538,1.35437224563416,3.35191229162656,1.41245500825733,2.67353340311813,1328.54664438966,1160.23658850524,1122.89833425109,1199.27354913704,-1.1156505607821,0.075543055566116,-0.0925286990262653,-0.228116543318515,1.62500466355481,-0.175331734334903,-0.568104135764512,1.2109357858541
"111",111,"FICTRI","Ficus trigonata",3957,9055,14746,14337,10380,0.0275460446677071,NA,0.0543244042316082,NA,0.054509743848663,0.0593231475875186,1350.30802730653,1214.58738464796,1164.34931454491,1223.82790940684,-1.11790012497566,0.0111316816779472,-0.0915791016873532,-0.215612297194915,1.44405889086442,-0.152615774403065,-0.576223821203692,1.11761017708004
"112",112,"GENAME","Genipa americana",2475,6421,8315,8039,5564,2.40010815292769,NA,NA,NA,NA,NA,1468.63122958659,1268.86957413525,1229.09091852634,1291.29520215848,-0.346466064521318,-0.903664831507673,-0.0757053952523393,0.200522458518249,0.676658093341435,-0.161260685632498,-0.809837668619148,0.283664218425548
"113",113,"GESPED","Gesneria pedunculosa",3025,5764,9096,9145,6120,2.48427641825297,NA,NA,NA,NA,NA,1383.22033854701,1209.90156204128,1179.62983207128,1265.44141486411,0.313049684108216,0.47152214597964,-0.0949007004408627,0.078423659470559,-1.10149172580864,0.0493969379273416,0.44650296267781,-0.605823953224702
"114",114,"GOMLIN","Gomidesia lindeniana",1536,3613,6148,5708,4172,0.68574518655077,NA,NA,NA,NA,NA,1282.05006878644,1126.60883775869,1054.42625965829,1208.72285602492,0.426710730445514,-0.627271473140188,-0.0949614707823496,1.79656657812128,-0.755143094730266,-0.123532422385348,-1.11821112101878,-0.249204036193562
"115",115,"GUACAR","Guatteria caribaea",533,705,815,769,236,NA,2.88328007692308,NA,NA,NA,NA,1491.54364434337,1352.09439257278,1428.14279573005,1447.03006619133,-0.0561318005444746,0.532324874739111,-0.0968140347521738,-0.446683595431457,-0.714210563663495,-0.016222943174954,0.569948006530815,-0.344085785219909
"116",116,"GUAFRA","Guapira fragrans",3668,8665,9387,9578,5910,4.42317144296963,NA,11.9728424978417,NA,14.3916142037612,17.1695492548397,1375.32574417109,1163.4530621164,1133.06569282735,1163.84530864627,-0.340391939832034,0.649910910993614,-0.0963539702727709,-0.253489385390737,0.973016396533115,-0.168469761817791,0.124891530485331,0.642927001485853
"117",117,"GUAGLA","Guarea glabra",1917,3216,5202,4666,2749,1.96689409791464,NA,1.69089962454171,NA,2.37520987936802,2.21563315611236,1222.88116342828,1086.2537355091,1078.10889623813,1270.33569251459,-0.664698162780613,-0.461644049654529,-0.0173536500221674,0.119501960620319,-0.27168847687194,-0.0959784957323444,-0.519501469679172,0.174391613463654
"118",118,"GUAGUI","Guarea guidonia",4172,9466,15307,14937,10765,66.6500714491701,NA,71.3776914540335,NA,78.8643738905235,76.298825691329,1290.04765229492,1111.11676272538,1059.97029628849,1150.68103363081,-0.477002517918494,-0.647331166216186,0.0438112319053336,0.990244734606595,0.676658093341435,-0.108661129762027,-1.16064460301257,0.688018195469366
"119",119,"GUAOBT","Guapira obtusata",2855,4457,3816,4277,1422,NA,NA,0.788232547085257,NA,0.745710243767556,1.1893674331218,1260.95096180984,1412.14164401362,1440.98959879484,1492.40377842896,-0.164282329060972,-0.0722530082783617,-0.0831435216262302,-0.250370746896476,-1.16076338644698,-0.0889983995178846,0.188518809701173,-0.514196665909066
"120",120,"GUAOFF","Guaiacum officinale",777,1493,1069,1352,575,0.7465299282146,NA,0.208858843653593,NA,0.206726822280615,0.118640186110336,1729.962617417,1559.9382359006,1329.82131729015,1386.2034845084,1.87089580888363,0.0205639137086719,-0.0937280384194488,-1.02030737125963,-0.864405083255299,0.392369531784405,1.56640079761298,-1.94759427962867
"121",121,"GUAULM","Guazuma ulmifolia",1381,4310,7594,7648,6267,1.84752043501635,NA,2.07754854810787,NA,3.37540282808737,4.28958637509582,1449.51640137098,1210.58847012361,1155.43730891124,1311.92890589973,-0.914555641800934,-3.15513609940851,-0.0923465953932908,2.27505167745986,0.32102812951142,-0.169137268871985,-3.28087561021525,0.471129042820277
"122",122,"GUEELL","Guettarda elliptica",853,1723,1207,1546,693,0.346937918916894,20.1829605384615,NA,20.2173743976429,NA,NA,1769.31726375451,1559.5442743494,1455.61966197095,1438.10760208636,1.23894218806341,-0.319752370644583,-0.100787398325572,-0.168403386481798,-0.864405083255299,-0.163890930428843,0.546606503448841,-1.19517235282068
"123",123,"GUEOVA","Guettarda ovalifolia",2910,5932,9118,8675,5765,NA,NA,0.338179924908343,NA,0.0272548719243315,0.430760356657385,1337.20590097437,1161.86770293465,1132.04353292202,1248.54184744719,0.142328368582694,-0.786372758769554,-0.0912849092587593,0.745854786674265,-0.508775119425284,-0.306981774016754,-0.740565323483084,-0.231369307395159
"124",124,"GUEPUN","Guettarda pungens",1863,3231,3793,3962,2099,NA,NA,4.39633902380845,NA,5.83544569955618,5.59345012699131,1492.35928854766,1352.60180699033,1410.48885146026,1433.375567354,0.715565241246658,1.23924088195726,-0.0956301030488688,-0.469186780975785,-0.0344129309728056,-0.398237551210571,1.07141697305968,-0.162378310021366
"125",125,"GUESCA","Guettarda scabra",3306,5571,5376,5875,2569,23.4166619179495,NA,27.5549000392642,NA,28.45336089204,34.4341458176583,1502.68947914069,1364.62463874123,1340.37363204752,1433.86916206997,0.79425763784144,1.47284245286385,-0.0961549053792915,-0.53589629268279,-0.0346018343185961,-0.409520650698665,1.24924720513797,-0.163081491008822
"126",126,"GUEVAL","Guettarda valenzuelana",1642,4576,6318,5986,4344,NA,NA,NA,NA,0.0272548719243315,0.0296615737937593,1529.63160563012,1149.64555867773,1102.90269535491,1289.77262316858,-0.474394605015494,1.69887584605839,-0.0823183341647964,-0.694070495480532,0.913744735894779,-0.613687352629834,0.759646596029199,1.04062521003712
"127",127,"GYMLAT","Gyminda latifolia",3276,5301,4322,5041,1765,NA,14.4164003846154,1.97058136771314,11.5527853700817,1.49142048753511,3.40747854467271,1510.84580877581,1467.94810641319,1420.70513542166,1421.64455348111,0.980496384306928,0.983674661032287,-0.100740840127446,-0.821144221767591,-0.27168847687194,-0.170310012015498,1.34291708551096,-0.671268783427335
"128",128,"GYMLUC","Gymnanthes lucida",2484,4096,3318,3877,1393,13.8203654916831,NA,11.2475126479242,NA,11.2273499821122,17.0952553369489,1398.68310273044,1315.47545841526,1263.05108273185,1345.01484371229,1.32123668903297,-0.157503130587385,-0.0988777676442195,-0.640059984097259,-0.0346018343185961,0.469945925968888,0.919460070516326,-1.28522901300873
"129",129,"HELJAM","Helicteres jamaicensis",2371,4066,3892,4465,2094,NA,NA,NA,NA,0.67863139410515,1.12199122183278,1543.90085418858,1363.85581449758,1300.63423359294,1364.95320493024,0.669732414070931,0.236302128141805,-0.07956590675825,-0.323299681877871,-1.04222006517031,0.00320771246442053,0.718940591007286,-0.917678665807805
"130",130,"HENFAS","Henriettea fascicularis",3132,7748,13722,13096,9964,0.0275460446677071,NA,NA,NA,NA,NA,1356.96758047843,1139.84993787525,1089.98940578083,1220.38370145789,-1.20408825518305,-0.647650801741721,-0.0955572776145048,1.74083906026234,-1.33857836836199,-0.204604576450755,-1.70051241877375,0.445170200949937
"131",131,"HENMAC","Henriettea macfadyenii",2076,4061,6688,6117,4041,1.87963923438317,NA,1.40704410386498,NA,NA,NA,1311.55657552002,1111.1158341905,1063.52064721739,1273.69548012849,-0.635823048529589,-0.565983843412477,-0.0943738304335877,0.616863471864823,-1.10149172580864,-0.0800721828769746,-0.766228958758462,-0.120959053685263
"132",132,"HIBELA","Hibiscus elatus",3424,7743,12262,12041,8617,0.867102841655041,NA,0.788232547085257,NA,NA,NA,1349.77518556516,1228.26651122396,1189.85543685996,1241.16562811547,-0.594834289917125,-0.911311142879823,-0.0556721047372503,0.567736376842387,-0.127172833333494,-0.0497704357602053,-0.995843089519547,0.16073664478636
"133",133,"HIPMAN","Hippomane mancinella",1489,2797,3774,4065,2576,NA,NA,NA,NA,0.339315697052575,0.770806056670659,1500.90922690137,1287.88679174578,1225.41319322628,1314.29570643699,-0.680665330220571,0.116284153797879,-0.0867585913698455,1.13585013195033,0.873314401467923,0.017964573470426,-1.04765443601702,0.964584325061465
"134",134,"HIRRUG","Hirtella rugosa",2179,4719,7391,6670,4491,0.68574518655077,NA,0.676359849816685,NA,0.67863139410515,NA,1295.43619548771,1050.46100742052,994.80782533749,1209.37091089075,0.941838889359388,-0.40533486818904,-0.0977981130272732,-0.249445012563421,-0.627318440701956,-0.162476616482417,0.400313552685758,-0.975571748445637
"135",135,"HIRTRI","Hirtella triandra",3957,9055,14746,14337,10380,0.828092139417656,NA,NA,NA,NA,NA,1350.30802730653,1214.58738464796,1164.34931454491,1223.82790940684,0.922218622292459,-0.385255819307839,-0.0966575792292652,-0.245704091288791,-0.609809275462416,-0.14614536777069,0.399666586984648,-0.95836933041768
